metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_blocked,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502964,0.502900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502964,0.144500,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502964,1.000000,short password → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502964,0.570800,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502964,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502964,0.503800,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502964,0.067000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502964,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502964,1.000000,invalid email → 400,,,,::Register — validation errors,,,,default,,,,,,,
group_duration,1777502964,2.071100,,,,,::Register — validation errors,,,,default,,,,,,,
data_sent,1777502964,1662.000000,,,,,,,,,default,,,,,,,
data_received,1777502964,3737.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777502964,2205.248900,,,,,,,,,default,,,,,,,
iterations,1777502964,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777502964,1.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_duration,1777502964,72.088100,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_blocked,1777502964,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_connecting,1777502964,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_tls_handshaking,1777502964,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_sending,1777502964,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_waiting,1777502964,71.680800,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_receiving,1777502964,0.407300,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_failed,1777502964,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
register_duration,1777502964,72.088100,,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,register → status 200,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,register → has token,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,register → user.id exists,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,register → user.email matches,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,register → user.name matches,,,,::Register — happy path,,,,default,,,,,,,
group_duration,1777502964,72.088100,,,,,::Register — happy path,,,,default,,,,,,,
vus,1777502964,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502964,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502964,1.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_duration,1777502964,65.896100,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_blocked,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_connecting,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_tls_handshaking,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_sending,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_waiting,1777502964,65.896100,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_receiving,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_failed,1777502964,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
login_duration,1777502964,65.896100,,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,login → status 200,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,login → has token,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502964,1.000000,login → user.email matches,,,,::Login — happy path,,,,default,,,,,,,
group_duration,1777502964,65.896100,,,,,::Login — happy path,,,,default,,,,,,,
http_reqs,1777502965,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_duration,1777502965,1.636600,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_blocked,1777502965,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_connecting,1777502965,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_tls_handshaking,1777502965,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_sending,1777502965,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_waiting,1777502965,0.705700,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_receiving,1777502965,0.930900,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_failed,1777502965,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
checks,1777502965,1.000000,duplicate → status 400,,,,::Register — duplicate user,,,,default,,,,,,,
checks,1777502965,1.000000,duplicate → error msg,,,,::Register — duplicate user,,,,default,,,,,,,
group_duration,1777502965,1.636600,,,,,::Register — duplicate user,,,,default,,,,,,,
http_reqs,1777502965,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_duration,1777502965,63.893900,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_blocked,1777502965,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_connecting,1777502965,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_tls_handshaking,1777502965,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_sending,1777502965,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_waiting,1777502965,62.947200,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_receiving,1777502965,0.946700,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_failed,1777502965,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
checks,1777502965,1.000000,wrong password → status 401,,,,::Login — wrong password,,,,default,,,,,,,
checks,1777502965,1.000000,wrong password → error msg,,,,::Login — wrong password,,,,default,,,,,,,
group_duration,1777502965,63.893900,,,,,::Login — wrong password,,,,default,,,,,,,
vus,1777502965,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502965,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502965,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_duration,1777502965,1.417500,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_blocked,1777502965,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_connecting,1777502965,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_tls_handshaking,1777502965,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_sending,1777502965,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_waiting,1777502965,1.417500,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_receiving,1777502965,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_failed,1777502965,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
checks,1777502965,1.000000,non-existent → status 401,,,,::Login — non-existent user,,,,default,,,,,,,
group_duration,1777502965,1.417500,,,,,::Login — non-existent user,,,,default,,,,,,,
http_reqs,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502966,1.069300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502966,0.782400,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502966,0.286900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502966,1.000000,missing name → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502966,1.206300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502966,1.029300,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502966,0.177000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502966,1.000000,short password → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502966,0.503900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502966,0.503900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502966,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502966,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502966,1.000000,invalid email → 400,,,,::Register — validation errors,,,,default,,,,,,,
group_duration,1777502966,2.779500,,,,,::Register — validation errors,,,,default,,,,,,,
data_sent,1777502966,1662.000000,,,,,,,,,default,,,,,,,
data_received,1777502966,3737.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777502966,2209.158900,,,,,,,,,default,,,,,,,
iterations,1777502966,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1777502966,1.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_duration,1777502966,83.810000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_blocked,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_connecting,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_tls_handshaking,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_sending,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_waiting,1777502966,83.810000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_receiving,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
http_req_failed,1777502966,0.000000,,,,true,::Register — happy path,POST,register,HTTP/1.1,default,,200,,,register,,
register_duration,1777502966,83.810000,,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502966,1.000000,register → status 200,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502966,1.000000,register → has token,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502966,1.000000,register → user.id exists,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502966,1.000000,register → user.email matches,,,,::Register — happy path,,,,default,,,,,,,
checks,1777502966,1.000000,register → user.name matches,,,,::Register — happy path,,,,default,,,,,,,
group_duration,1777502966,84.810700,,,,,::Register — happy path,,,,default,,,,,,,
vus,1777502966,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502966,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502967,1.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_duration,1777502967,66.557700,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_blocked,1777502967,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_connecting,1777502967,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_tls_handshaking,1777502967,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_sending,1777502967,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_waiting,1777502967,66.113100,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_receiving,1777502967,0.444600,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
http_req_failed,1777502967,0.000000,,,,true,::Login — happy path,POST,login,HTTP/1.1,default,,200,,,login,,
login_duration,1777502967,66.557700,,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502967,1.000000,login → status 200,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502967,1.000000,login → has token,,,,::Login — happy path,,,,default,,,,,,,
checks,1777502967,1.000000,login → user.email matches,,,,::Login — happy path,,,,default,,,,,,,
group_duration,1777502967,66.557700,,,,,::Login — happy path,,,,default,,,,,,,
http_reqs,1777502967,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_duration,1777502967,1.739900,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_blocked,1777502967,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_connecting,1777502967,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_tls_handshaking,1777502967,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_sending,1777502967,0.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_waiting,1777502967,0.736800,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_receiving,1777502967,1.003100,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
http_req_failed,1777502967,1.000000,,,1400,false,::Register — duplicate user,POST,register_dup,HTTP/1.1,default,,400,,,register_dup,,
checks,1777502967,1.000000,duplicate → status 400,,,,::Register — duplicate user,,,,default,,,,,,,
checks,1777502967,1.000000,duplicate → error msg,,,,::Register — duplicate user,,,,default,,,,,,,
group_duration,1777502967,1.739900,,,,,::Register — duplicate user,,,,default,,,,,,,
http_reqs,1777502967,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_duration,1777502967,70.436800,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_blocked,1777502967,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_connecting,1777502967,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_tls_handshaking,1777502967,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_sending,1777502967,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_waiting,1777502967,70.436800,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_receiving,1777502967,0.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
http_req_failed,1777502967,1.000000,,,1401,false,::Login — wrong password,POST,login_bad,HTTP/1.1,default,,401,,,login_bad,,
checks,1777502967,1.000000,wrong password → status 401,,,,::Login — wrong password,,,,default,,,,,,,
checks,1777502967,1.000000,wrong password → error msg,,,,::Login — wrong password,,,,default,,,,,,,
group_duration,1777502967,70.436800,,,,,::Login — wrong password,,,,default,,,,,,,
vus,1777502967,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502967,1.000000,,,,,,,,,,,,,,,,
http_reqs,1777502968,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_duration,1777502968,0.504600,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_blocked,1777502968,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_connecting,1777502968,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_tls_handshaking,1777502968,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_sending,1777502968,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_waiting,1777502968,0.504600,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_receiving,1777502968,0.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
http_req_failed,1777502968,1.000000,,,1401,false,::Login — non-existent user,POST,login_ghost,HTTP/1.1,default,,401,,,login_ghost,,
checks,1777502968,1.000000,non-existent → status 401,,,,::Login — non-existent user,,,,default,,,,,,,
group_duration,1777502968,0.504600,,,,,::Login — non-existent user,,,,default,,,,,,,
http_reqs,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502968,0.505400,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502968,0.505400,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502968,1.000000,missing name → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502968,1.003900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502968,1.003900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502968,1.000000,short password → 400,,,,::Register — validation errors,,,,default,,,,,,,
http_reqs,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_duration,1777502968,0.632000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_blocked,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_connecting,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_tls_handshaking,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_sending,1777502968,0.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_waiting,1777502968,0.507100,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_receiving,1777502968,0.124900,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
http_req_failed,1777502968,1.000000,,,1400,false,::Register — validation errors,POST,register_invalid,HTTP/1.1,default,,400,,,register_invalid,,
checks,1777502968,1.000000,invalid email → 400,,,,::Register — validation errors,,,,default,,,,,,,
group_duration,1777502968,2.141300,,,,,::Register — validation errors,,,,default,,,,,,,
vus,1777502968,1.000000,,,,,,,,,,,,,,,,
vus_max,1777502968,1.000000,,,,,,,,,,,,,,,,
data_sent,1777502968,1662.000000,,,,,,,,,default,,,,,,,
data_received,1777502968,3737.000000,,,,,,,,,default,,,,,,,
iteration_duration,1777502968,2227.376600,,,,,,,,,default,,,,,,,
iterations,1777502968,1.000000,,,,,,,,,default,,,,,,,
